nameWithOwner,sshUrl,starsCount,releasesCount,ageInYears,loc,comments,cboMedian,ditMedian,lcomMedian
ngbdf/redis-manager,git@github.com:ngbdf/redis-manager.git,2528,13,3.3095890410958906,30634,3621,4,1,4
VerbalExpressions/JavaVerbalExpressions,git@github.com:VerbalExpressions/JavaVerbalExpressions.git,2524,9,8.126027397260273,1565,486,4,1,3.5
Cleveroad/SlidingTutorial-Android,git@github.com:Cleveroad/SlidingTutorial-Android.git,2519,0,5.917808219178082,3408,1206,5,1,1
aistrate/AlgorithmsSedgewick,git@github.com:aistrate/AlgorithmsSedgewick.git,2519,0,9.75068493150685,16245,8720,4,1,0
mxn21/FlowingDrawer,git@github.com:mxn21/FlowingDrawer.git,2519,0,6.071232876712329,6312,467,2,1,0
nextcloud/android,git@github.com:nextcloud/android.git,2516,164,5.254794520547946,159433,30760,5,1,0
ddd-by-examples/library,git@github.com:ddd-by-examples/library.git,2515,0,2.6575342465753424,6232,24,5,1,0
sucese/android-open-source-project-analysis,git@github.com:sucese/android-open-source-project-analysis.git,2513,0,4.536986301369863,8695,1112,1,1,0
romainguy/ViewServer,git@github.com:romainguy/ViewServer.git,2509,0,10.175342465753424,644,190,4.5,2,12
sofastack/sofa-jraft,git@github.com:sofastack/sofa-jraft.git,2502,18,2.515068493150685,104826,36600,3,1,1
grishka/Houseclub,git@github.com:grishka/Houseclub.git,2501,10,0.5452054794520548,4218,84,3,1,0
jeecgboot/JimuReport,git@github.com:jeecgboot/JimuReport.git,2500,0,1.7589041095890412,3197,266,4.5,1,0
CaffeineMC/sodium-fabric,git@github.com:CaffeineMC/sodium-fabric.git,2499,6,1.6,13403,1530,4,1,1
oracle/helidon,git@github.com:oracle/helidon.git,2498,46,3.032876712328767,358101,183902,4,1,1
iPaulPro/Android-ItemTouchHelper-Demo,git@github.com:iPaulPro/Android-ItemTouchHelper-Demo.git,2497,3,6.235616438356164,429,370,5,2,1
spotify/dockerfile-maven,git@github.com:spotify/dockerfile-maven.git,2497,14,5.482191780821918,2279,1140,6.5,1,0
bingoogolapple/BGABadgeView-Android,git@github.com:bingoogolapple/BGABadgeView-Android.git,2492,0,6.175342465753425,1940,424,3,1,0
johannilsson/android-pulltorefresh,git@github.com:johannilsson/android-pulltorefresh.git,2491,0,10.668493150684931,514,98,2.5,1.5,0
real-logic/simple-binary-encoding,git@github.com:real-logic/simple-binary-encoding.git,2489,71,8.016438356164384,47771,7403,5,1,3.5
rememberber/WePush,git@github.com:rememberber/WePush.git,2489,49,4.210958904109589,25679,3295,3,1,1
gcacace/android-signaturepad,git@github.com:gcacace/android-signaturepad.git,2488,0,7.473972602739726,1036,137,2,1,0
sd6352051/NiftyDialogEffects,git@github.com:sd6352051/NiftyDialogEffects.git,2487,3,7.109589041095891,940,342,2,2,0
voldemort/voldemort,git@github.com:voldemort/voldemort.git,2486,10,12.27945205479452,189729,41448,7,1,1
balysv/material-menu,git@github.com:balysv/material-menu.git,2484,20,7.167123287671233,1299,177,2,1,1
JsonChao/Awesome-WanAndroid,git@github.com:JsonChao/Awesome-WanAndroid.git,2483,8,3.5013698630136987,17965,3403,3,1,0
JakeWharton/Telecine,git@github.com:JakeWharton/Telecine.git,2482,17,6.882191780821918,2312,135,2,1,0
AxonFramework/AxonFramework,git@github.com:AxonFramework/AxonFramework.git,2481,84,9.772602739726027,112156,60721,4,1,0
jOOQ/jOOR,git@github.com:jOOQ/jOOR.git,2481,0,9.698630136986301,5922,2534,1,1,0
nico2sh/materialish-progress,git@github.com:nico2sh/materialish-progress.git,2479,0,6.816438356164384,907,192,2,1,0
Ramotion/paper-onboarding-android,git@github.com:Ramotion/paper-onboarding-android.git,2479,0,5.372602739726028,922,148,1,1,0
githubwing/ZoomHeader,git@github.com:githubwing/ZoomHeader.git,2477,0,4.756164383561644,1072,86,2,1,0
elye/loaderviewlibrary,git@github.com:elye/loaderviewlibrary.git,2471,0,5.035616438356165,547,94,2,2,3
tianshiyeben/wgcloud,git@github.com:tianshiyeben/wgcloud.git,2469,6,2.6465753424657534,469690,95435,2,1,20
pwittchen/ReactiveNetwork,git@github.com:pwittchen/ReactiveNetwork.git,2468,47,6.082191780821918,2657,1101,3,1,0
javaee-samples/javaee7-samples,git@github.com:javaee-samples/javaee7-samples.git,2468,0,8.035616438356165,53416,33470,4,1,0
AdoptOpenJDK/jitwatch,git@github.com:AdoptOpenJDK/jitwatch.git,2468,6,7.942465753424657,84595,3453,0,0,0
ozodrukh/CircularReveal,git@github.com:ozodrukh/CircularReveal.git,2468,17,6.808219178082192,1996,953,2,1,1
Krupen/FabulousFilter,git@github.com:Krupen/FabulousFilter.git,2467,0,4.2027397260273975,2771,310,2.5,1,0
zjw-swun/AppMethodOrder,git@github.com:zjw-swun/AppMethodOrder.git,2465,0,4.457534246575342,501,28,4,2,21
jdsjlzx/LRecyclerView,git@github.com:jdsjlzx/LRecyclerView.git,2463,36,5.306849315068493,19418,3246,3,1,0
DTStack/flinkx,git@github.com:DTStack/flinkx.git,2461,22,3.4328767123287673,89085,26160,4,1,1
youlookwhat/DesignPattern,git@github.com:youlookwhat/DesignPattern.git,2459,0,4.882191780821918,4637,1266,2,1,0
AigeStudio/WheelPicker,git@github.com:AigeStudio/WheelPicker.git,2459,0,5.772602739726027,2146,906,2,1,6
oasisfeng/condom,git@github.com:oasisfeng/condom.git,2453,10,4.454794520547945,3473,911,2,1,0
spotbugs/spotbugs,git@github.com:spotbugs/spotbugs.git,2450,46,4.841095890410959,231018,69856,1,1,0
saulmm/Material-Movies,git@github.com:saulmm/Material-Movies.git,2449,0,6.605479452054794,3735,967,2,1,1
2dxgujun/AndroidTagGroup,git@github.com:2dxgujun/AndroidTagGroup.git,2447,5,6.578082191780822,1169,257,3,1,0
javamelody/javamelody,git@github.com:javamelody/javamelody.git,2445,42,6.219178082191781,68280,19252,3,1,1
allure-framework/allure2,git@github.com:allure-framework/allure2.git,2444,43,5.284931506849315,23414,4646,4,1,1
JakeWharton/RxRelay,git@github.com:JakeWharton/RxRelay.git,2444,0,5.695890410958904,2505,582,1,1,0
FudanNLP/fnlp,git@github.com:FudanNLP/fnlp.git,2442,3,7.495890410958904,35361,15581,4,1,1
angryip/ipscan,git@github.com:angryip/ipscan.git,2442,25,10.2,16419,4108,3,1,0
JessYanCoding/ProgressManager,git@github.com:JessYanCoding/ProgressManager.git,2438,9,4.257534246575342,38902,52904,1,1,0
Comcast/FreeFlow,git@github.com:Comcast/FreeFlow.git,2437,1,7.920547945205479,4308,1984,3,1,0
